epoch,alpha,control_log_std,attr_log_std,n_bodies,n_motors,mass,limb_len_mean,gear_mean,topo,distinct_topologies,top_topology_share,sampled_bodies_mean,pop_motors_mean,pop_motors_max,p_act1,p_act4,design_failed,eval_fall_rate,eval_goal_rate,eval_max_fwd,eval_R_mean,r_fall_return,r_fwd_return
24,0.9907839999764071,-1.5855647844209946,-2.30532220864715,17,8,1.0313783394033729,0.35615143717243847,153.06982692454136,6d68c37f6c4b,20,0.05,16.5,8.0,10,1.0,1.0,0,0.0,0.0,0.09487753107344855,-656.3626556502973,,0.21603142112828744
25,0.990399999975424,-1.5885698638405954,-2.3050904523648104,17,8,1.034431445634924,0.35719720647626796,154.06922998030376,6d68c37f6c4b,20,0.05,16.2,7.9,10,1.0,1.0,0,,,,,,
26,0.990015999974441,-1.5912387240330088,-2.304614507404398,17,8,1.0369905624159026,0.3580819428570223,155.1963096465081,6d68c37f6c4b,20,0.05,16.85,8.55,11,1.0,1.0,0,,,,,,
27,0.989631999973458,-1.5957923654550439,-2.3039135485593194,14,8,0.9305356156143141,0.3779776702826642,155.66375790041656,538f96108280,20,0.05,15.65,7.15,9,1.0,1.0,0,,,,,,
28,0.9892479999724749,-1.5977976730049148,-2.3037054558476258,15,8,0.967154060328053,0.37201445743583267,155.68924244298876,d1d64b2dad82,20,0.05,15.75,7.0,11,1.0,1.0,0,,,,,,
29,0.9888639999714919,-1.6014199327722973,-2.3041029622541496,15,8,0.9661767477478521,0.37178636466392356,156.63274302873606,207a03891e0a,20,0.05,15.15,7.15,10,1.0,1.0,0,0.0,0.0,0.1478608944346564,-682.3990933221087,,0.1291349573373009
30,0.9884799999705088,-1.6035176433568126,-2.3043475791722416,13,6,0.8666911604289027,0.36524544496739214,152.49814331290645,78da2e26c970,20,0.05,16.05,7.4,11,1.0,1.0,0,,,,,,
31,0.9880959999695258,-1.607195065735656,-2.3045319029160765,13,6,0.8667359720341419,0.365807994435255,152.89853171452458,78da2e26c970,20,0.05,15.35,7.05,8,1.0,1.0,0,,,,,,
32,0.9877119999685428,-1.6107877907794836,-2.3053966661887073,14,6,0.9059356381540503,0.3613775360124313,155.03743169377756,917c0bb86833,19,0.1,15.05,6.7,10,1.0,1.0,0,,,,,,
33,0.9873279999675597,-1.6137212768017952,-2.305256064669404,13,6,0.867508186727327,0.3666456425151902,155.27055127889375,78da2e26c970,20,0.05,15.15,6.55,8,1.0,1.0,0,,,,,,
34,0.9869439999665767,-1.6163623653172403,-2.3057789412116185,15,6,0.9432605047030791,0.35483048641520154,155.1016308413625,75b8ad702030,20,0.05,15.25,6.65,8,1.0,1.0,0,0.0,0.0,0.2440033389154661,-673.0957310676627,,0.09057327253155695
35,0.9865599999655936,-1.6201807828623418,-2.306374692358274,13,6,0.8667878627442898,0.3662572284450341,157.07193855233007,78da2e26c970,20,0.05,15.2,6.75,8,1.0,1.0,0,,,,,,
36,0.9861759999646106,-1.6233528032009585,-2.3080615968689044,13,6,0.8700619905950638,0.3678291837054031,158.0175673520849,78da2e26c970,18,0.1,15.6,6.75,8,1.0,1.0,0,,,,,,
37,0.9857919999636275,-1.626597025214809,-2.308102060654613,13,6,0.8695526018051118,0.36694860982556854,157.7785667381418,78da2e26c970,20,0.05,14.95,6.7,8,1.0,1.0,0,,,,,,
38,0.9854079999626445,-1.6297080852441173,-2.307956725814414,13,6,0.8709567946659772,0.3682809214370788,158.75451808550707,78da2e26c970,19,0.1,14.85,6.35,8,1.0,1.0,0,,,,,,
39,0.9850239999616615,-1.6332447782524817,-2.3076546278190517,13,6,0.8727882714034698,0.36939385426537275,159.93571354479312,78da2e26c970,20,0.05,15.25,6.6,8,1.0,1.0,0,0.0,0.0,0.25192729202960645,-669.7324647404745,,0.04041593526102852
40,0.9846399999606784,-1.6364962826787361,-2.3075195361883885,13,6,0.8733354281275099,0.3690344989969829,161.25609043564845,78da2e26c970,17,0.1,15.05,6.35,8,1.0,1.0,0,,,,,,
41,0.9842559999596954,-1.6392427317812515,-2.3087444494804554,13,6,0.874383097677086,0.3697831522629531,161.54577535229333,78da2e26c970,18,0.1,14.5,6.3,7,1.0,1.0,0,,,,,,
42,0.9838719999587123,-1.6401699111612276,-2.308621446512087,13,6,0.8766687562149587,0.3720754133650801,161.35754018342183,78da2e26c970,15,0.1,14.2,6.3,8,1.0,1.0,0,,,,,,
43,0.9834879999577293,-1.6429086112952727,-2.3084496903295633,13,6,0.8804747833493735,0.3744331829932637,161.3835098176159,78da2e26c970,19,0.1,14.3,6.4,7,1.0,1.0,0,,,,,,
44,0.9831039999567462,-1.6481317000932678,-2.3084036323894317,13,6,0.8805783229231148,0.37564882636315705,162.59978694416,78da2e26c970,17,0.15,14.05,6.35,7,1.0,1.0,0,0.1,0.0,0.26874907429555844,-577.1998664811975,0.97534288959818,-0.07232836321871303
45,0.9827199999557632,-1.6499017308137889,-2.309104234197274,13,6,0.8827447888873626,0.37653276684175196,162.102730109361,78da2e26c970,16,0.15,15.2,6.55,8,1.0,1.0,0,,,,,,
46,0.9823359999547802,-1.6533370109043324,-2.309182994090301,13,6,0.8988454202865218,0.38480419365832347,163.28795643220408,fd6ce378727b,18,0.1,14.95,6.5,9,1.0,1.0,0,,,,,,
47,0.9819519999537971,-1.6569478257563588,-2.3092483134489608,14,6,0.9269448836937534,0.3701078844272906,162.9373361580477,917c0bb86833,18,0.1,14.1,6.4,8,1.0,1.0,0,,,,,,
48,0.9815679999528141,-1.6602190106798973,-2.3087708805390963,14,6,0.9332603641768732,0.37361704094812015,163.10157731166257,917c0bb86833,17,0.1,14.75,6.4,8,1.0,1.0,0,,,,,,
49,0.981183999951831,-1.6649006403647637,-2.3086650001911164,13,6,0.9094078645144081,0.38838033489019114,163.89428044651638,fd6ce378727b,17,0.1,14.5,6.45,7,1.0,1.0,0,0.4,0.0,0.41530939144971396,-303.0371507859296,0.9931969952383065,0.2503490136471043
50,0.980799999950848,-1.6681146844888637,-2.309045915458224,13,6,0.9104409722371438,0.38799307978844694,162.53710029093563,fd6ce378727b,17,0.15,14.05,6.3,7,1.0,1.0,0,,,,,,
51,0.980415999949865,-1.6708372439901904,-2.309201197516347,13,6,0.9155196789897497,0.3900478565944787,161.8997089043921,fd6ce378727b,16,0.15,14.25,6.3,7,1.0,1.0,0,,,,,,
52,0.9800319999488819,-1.6727054880552061,-2.30990927858052,13,6,0.9166232055945476,0.3919322708620703,161.9195321751978,fd6ce378727b,19,0.1,14.4,6.25,8,1.0,1.0,0,,,,,,
53,0.9796479999478989,-1.6735141506981224,-2.3110658587670385,13,6,0.9231125052847832,0.39408245829863614,161.46404856893355,fd6ce378727b,12,0.2,14.1,6.25,7,1.0,1.0,0,,,,,,
54,0.9792639999469158,-1.6762536174613187,-2.311395507871876,13,6,0.9251576777992171,0.3967280792079492,160.22181292883968,fd6ce378727b,11,0.3,13.2,6.15,8,1.0,1.0,0,0.1,0.0,0.426507067630971,-597.1843904251407,0.992139002084591,0.1464815398666567
55,0.9788799999459328,-1.6772843901731709,-2.311450700226467,13,6,0.928650839631835,0.39902907475497945,158.54818409243336,fd6ce378727b,16,0.2,13.95,6.25,8,1.0,1.0,0,,,,,,
56,0.9784959999449497,-1.6794935120740662,-2.3116882359432576,13,6,0.9305192304710207,0.3993033890575914,156.62451190833943,fd6ce378727b,14,0.15,13.9,6.15,7,1.0,1.0,0,,,,,,
57,0.9781119999439667,-1.6804317221536647,-2.311072024035995,13,6,0.9298551633702067,0.4000481700610213,154.1771424770513,fd6ce378727b,19,0.1,13.95,6.5,7,1.0,1.0,0,,,,,,
58,0.9777279999429836,-1.6840171416492773,-2.311965668606998,13,6,0.9377416679618427,0.40294203640154297,152.13415979851402,fd6ce378727b,13,0.2,13.45,6.3,8,1.0,1.0,0,,,,,,
59,0.9773439999420006,-1.6862348894471288,-2.311817936390405,13,6,0.940027543499018,0.404131031256532,150.69360351867545,fd6ce378727b,15,0.2,13.35,6.25,7,1.0,1.0,0,0.5,0.0,0.44464643060546283,-174.31134528821204,0.9936338467257626,0.17597799031796493
60,0.9769599999410176,-1.6904225503839398,-2.3116971607052337,13,6,0.9374560317483158,0.40360148370478127,150.84303407619007,fd6ce378727b,15,0.1,13.4,6.25,7,1.0,1.0,0,,,,,,
61,0.9765759999400345,-1.6920129653363851,-2.311892758530122,13,6,0.9373066346611916,0.40446324340803347,151.51561236464036,fd6ce378727b,15,0.2,14.3,6.3,8,1.0,1.0,0,,,,,,
62,0.9761919999390515,-1.695297112922302,-2.312729304518297,13,6,0.941227273061208,0.404851847028101,151.25637830348037,fd6ce378727b,16,0.15,13.4,6.15,7,1.0,1.0,0,,,,,,
63,0.9758079999380684,-1.698731485190567,-2.313144772994453,13,6,0.941839866585418,0.4075250653135865,151.5383420701893,fd6ce378727b,18,0.1,14.55,6.6,8,1.0,1.0,0,,,,,,
64,0.9754239999370854,-1.7018063450785954,-2.313618031622384,13,6,0.9477047760770898,0.41094453218431193,152.2875710506882,fd6ce378727b,18,0.1,14.2,6.1,7,1.0,1.0,0,0.1,0.0,0.4661654449508399,-579.1354526573039,0.9941578855945172,-0.027151050401011997
65,0.9750399999361024,-1.7066362558553811,-2.3139261306788383,13,6,0.9482104277827437,0.40951734336386836,149.97459804511806,fd6ce378727b,15,0.15,13.9,6.25,8,1.0,1.0,0,,,,,,
66,0.9746559999351193,-1.7081297281519956,-2.3138274244237373,13,6,0.9468436831487198,0.41099516565848077,149.70133148430136,fd6ce378727b,14,0.2,13.6,6.15,7,1.0,1.0,0,,,,,,
67,0.9742719999341363,-1.7115863964669584,-2.313356598273438,13,6,0.9415459656311462,0.4103933210343178,150.9940629186935,fd6ce378727b,14,0.15,13.55,6.3,7,1.0,1.0,0,,,,,,
68,0.9738879999331532,-1.7159950495344325,-2.3132746611839226,13,6,0.9463482578627938,0.41124616966534583,151.77576322958157,fd6ce378727b,15,0.15,13.95,6.6,8,1.0,1.0,0,,,,,,
69,0.9735039999321703,-1.7171722453972693,-2.3132349102153813,13,6,0.9491456843113063,0.4146139557348623,150.02777233592823,fd6ce378727b,15,0.15,14.0,6.25,7,1.0,1.0,0,0.5,0.0,0.5062901597288871,-178.23890416239362,0.9938533412488142,0.04575976951394211
70,0.9731199999311873,-1.7193128588401183,-2.3134945111057292,13,6,0.949354325768606,0.4144212900922928,149.289247527732,fd6ce378727b,14,0.15,13.55,6.25,8,1.0,1.0,0,,,,,,
71,0.9727359999302042,-1.722057113853736,-2.3135585403652144,13,6,0.9562760819651343,0.41647489362472373,150.71060360456903,fd6ce378727b,10,0.25,13.35,6.15,8,1.0,1.0,0,,,,,,
72,0.9723519999292212,-1.7240020318445368,-2.313288670534646,13,6,0.953192680928993,0.415372923858991,149.38584061839012,fd6ce378727b,17,0.15,14.5,6.65,8,1.0,1.0,0,,,,,,
73,0.9719679999282381,-1.72443771360025,-2.3136314712205093,13,6,0.9597077897988011,0.41951139019779954,149.57641343632937,fd6ce378727b,13,0.2,13.55,6.35,7,1.0,1.0,0,,,,,,
74,0.9715839999272551,-1.728125148207538,-2.3142741759819456,13,6,0.9630745810032982,0.4231682681320114,149.09109404762543,fd6ce378727b,15,0.2,14.1,6.3,7,1.0,1.0,0,0.7,0.0,0.5826718629932486,3.2610039840618015,0.9939829578953516,0.3630468341323925
75,0.971199999926272,-1.7300714669521378,-2.315004862361854,13,6,0.963545617758007,0.4249754556343151,147.6633393184963,fd6ce378727b,9,0.2,13.7,6.1,7,1.0,1.0,0,,,,,,
76,0.970815999925289,-1.7321916508082777,-2.3155396313794454,13,6,0.9639046058935684,0.42589393171059214,146.33268867111832,fd6ce378727b,12,0.25,13.25,6.3,7,1.0,1.0,0,,,,,,
77,0.970431999924306,-1.7354087957558082,-2.3156944497475975,13,6,0.958779043132552,0.4261032015809271,146.90926864106927,fd6ce378727b,17,0.2,13.7,6.2,7,1.0,1.0,0,,,,,,
78,0.9700479999233229,-1.7373198241892447,-2.31721689799388,13,6,0.9550041920940681,0.42991883801699377,147.5535057510962,fd6ce378727b,11,0.25,13.0,6.3,8,1.0,1.0,0,,,,,,
79,0.9696639999223399,-1.739459270216579,-2.3169598648300043,13,6,0.9519928801950991,0.4287175024848134,150.41536280294184,fd6ce378727b,12,0.3,13.1,6.25,7,1.0,1.0,0,0.0,0.0,0.5880491695129335,-629.8075666349453,0.9934203893113702,0.11425362091122453
80,0.9692799999213568,-1.744399813675151,-2.3166655063140738,13,6,0.9496072580879614,0.42925858162950153,150.51863020795966,fd6ce378727b,11,0.35,13.1,6.4,7,1.0,1.0,0,,,,,,
81,0.9688959999203738,-1.7479805951861438,-2.3170305384161356,13,6,0.9414526601340166,0.42755761165893696,150.4422406049801,fd6ce378727b,9,0.25,12.95,6.35,8,1.0,1.0,0,,,,,,
82,0.9685119999193907,-1.751407848200405,-2.317765821954246,13,6,0.9427404670969758,0.43009142012217655,149.26503655051775,fd6ce378727b,10,0.35,13.1,6.25,7,1.0,1.0,0,,,,,,
83,0.9681279999184077,-1.7517463329422818,-2.319096906250905,13,6,0.9439694602161383,0.4324814647750801,152.52004419729624,fd6ce378727b,12,0.3,13.4,6.4,7,1.0,1.0,0,,,,,,
84,0.9677439999174247,-1.7533244869762419,-2.3187219814025712,13,6,0.9373605508638205,0.43527295681729833,153.96696999939894,fd6ce378727b,11,0.15,13.2,6.4,8,1.0,1.0,0,0.8,0.0,0.5456110806447423,31.996206674620844,0.9559435037908106,0.27996967924940763
85,0.9673599999164416,-1.755983248966489,-2.318537851419047,13,6,0.9363666038003635,0.4384511512217985,154.9224832623958,fd6ce378727b,11,0.3,12.9,6.2,7,1.0,1.0,0,,,,,,
86,0.9669759999154586,-1.7582343146692412,-2.319464228607909,13,6,0.9417438027661584,0.44243481031701437,153.56834763466236,fd6ce378727b,11,0.3,13.7,6.35,8,1.0,1.0,0,,,,,,
87,0.9665919999144755,-1.7596578725227578,-2.320184166664277,13,6,0.9415087093003865,0.44348839655534017,153.27185139252626,fd6ce378727b,9,0.5,13.3,6.25,7,1.0,1.0,0,,,,,,
88,0.9662079999134925,-1.7631831061550332,-2.3213271761033423,13,6,0.9380198000306135,0.44382609508542,154.6289041616145,fd6ce378727b,8,0.4,12.85,6.05,7,1.0,1.0,0,,,,,,
89,0.9658239999125094,-1.7646148110599067,-2.3221476379350174,13,6,0.9386942136671621,0.4438091756009401,153.54913091883046,fd6ce378727b,8,0.3,12.9,6.0,6,1.0,1.0,0,0.5,0.0,0.5213184929501494,-163.05366138345568,0.9562199041289934,0.2681917778868918
90,0.9654399999115264,-1.767854956270536,-2.3224760348740867,13,6,0.9352337340610729,0.4427283093385718,150.73555566168153,fd6ce378727b,9,0.3,12.7,6.2,7,1.0,1.0,0,,,,,,
